file_path,file_hash,object_id,container_group_id,frequency,file_size_bytes,file_size_mb
/Users/soneyeoluwasina/Downloads/Skin/Test/nevus/ISIC_0000005.jpg,5a5aab7639f5f0442866ce35fb860e95,38,17,1,62205,0.06
/Users/soneyeoluwasina/Downloads/Skin/Test/nevus/ISIC_0000007.jpg,fa812e030c224b1c3ae48824faf54336,39,18,1,54193,0.05
/Users/soneyeoluwasina/Downloads/Skin/Test/nevus/ISIC_0000006.jpg,7921fea48bf3a5849fbf63b2c3647f31,40,19,1,58588,0.06
/Users/soneyeoluwasina/Downloads/Skin/Test/nevus/ISIC_0000012.jpg,606131251f6b88c296eae96081e50543,41,0,1,57581,0.05
/Users/soneyeoluwasina/Downloads/Skin/Test/nevus/ISIC_0000016.jpg,30a0f2e451badf92e4dd3c8acbf62117,42,1,1,34400,0.03
/Users/soneyeoluwasina/Downloads/Skin/Test/nevus/ISIC_0000003.jpg,53f5f19ad60d8a09cd280393b07ceaf9,43,2,1,45792,0.04
/Users/soneyeoluwasina/Downloads/Skin/Test/nevus/ISIC_0000017.jpg,ae8c9f534970257121566443aefd2427,44,3,1,102773,0.1
/Users/soneyeoluwasina/Downloads/Skin/Test/nevus/ISIC_0000001.jpg,8972b2e13a5a84c941147451722c7c26,45,4,1,38959,0.04
/Users/soneyeoluwasina/Downloads/Skin/Test/nevus/ISIC_0000015.jpg,467365774d3f17cb9010538b279d138c,46,5,1,45595,0.04
/Users/soneyeoluwasina/Downloads/Skin/Test/nevus/ISIC_0000014.jpg,d4db89e09d6b1a2ad5249963a1802455,47,6,1,40325,0.04
/Users/soneyeoluwasina/Downloads/Skin/Test/nevus/ISIC_0000000.jpg,e39cabee9351f04c659dd97edd3dfaae,48,7,1,49982,0.05
/Users/soneyeoluwasina/Downloads/Skin/Test/basal cell carcinoma/ISIC_0024345.jpg,678fa27da78419063bd3924e44182f7c,49,8,1,234776,0.22
/Users/soneyeoluwasina/Downloads/Skin/Test/basal cell carcinoma/ISIC_0024436.jpg,198bdef8dc623511a8a9181ae2b29a7f,50,9,1,184557,0.18
/Users/soneyeoluwasina/Downloads/Skin/Test/basal cell carcinoma/ISIC_0024432.jpg,808c7c422f14ac74e4fd864615a0f15b,51,10,1,140733,0.13
/Users/soneyeoluwasina/Downloads/Skin/Test/basal cell carcinoma/ISIC_0024431.jpg,2cd1b059898c6303356ab00c4bbbaf15,52,11,1,303188,0.29
/Users/soneyeoluwasina/Downloads/Skin/Test/basal cell carcinoma/ISIC_0024457.jpg,82679910d86267e429557f31bbdc2357,53,12,1,332467,0.32
/Users/soneyeoluwasina/Downloads/Skin/Test/basal cell carcinoma/ISIC_0024331.jpg,7472ae9776c53b073d24998b028d243d,54,13,1,235001,0.22
/Users/soneyeoluwasina/Downloads/Skin/Test/basal cell carcinoma/ISIC_0024443.jpg,3337f55eb3c57e62033f5a34e1bdfee7,55,14,1,234088,0.22
/Users/soneyeoluwasina/Downloads/Skin/Test/basal cell carcinoma/ISIC_0024332.jpg,9848910ba2bcf7bcad13108a2c870bdc,56,15,1,240497,0.23
/Users/soneyeoluwasina/Downloads/Skin/Test/basal cell carcinoma/ISIC_0024454.jpg,c6afe0e8cc032ae515694dee8ad092fa,57,16,1,216599,0.21
/Users/soneyeoluwasina/Downloads/Skin/Test/basal cell carcinoma/ISIC_0024452.jpg,1e3453c073ef05d8ce43a5a8bfa13e56,58,17,1,127665,0.12
/Users/soneyeoluwasina/Downloads/Skin/Test/basal cell carcinoma/ISIC_0024461.jpg,8a89182e22a201f0de014a7aebf77cb5,59,18,1,228599,0.22
/Users/soneyeoluwasina/Downloads/Skin/Test/basal cell carcinoma/ISIC_0024448.jpg,0b902d52b4de81abb2cfbec7bdf35bc7,60,19,1,220241,0.21
/Users/soneyeoluwasina/Downloads/Skin/Test/basal cell carcinoma/ISIC_0024472.jpg,fd320ed98a2f6147fcc53177358db24c,61,0,1,278004,0.27
/Users/soneyeoluwasina/Downloads/Skin/Test/basal cell carcinoma/ISIC_0024403.jpg,8a1422318979f33cc3bed43d54ad2ff5,62,1,1,289657,0.28
/Users/soneyeoluwasina/Downloads/Skin/Test/basal cell carcinoma/ISIC_0024360.jpg,0b0f8bf9e4134d821022e6c37de7e3d2,63,2,1,288397,0.28
/Users/soneyeoluwasina/Downloads/Skin/Test/basal cell carcinoma/ISIC_0024411.jpg,a7804275e3cc1a9b72f2f6c539899e33,64,3,1,308427,0.29
/Users/soneyeoluwasina/Downloads/Skin/Test/actinic keratosis/ISIC_0024800.jpg,f118f4f92d88263026c7bf55de182639,65,4,1,268818,0.26
/Users/soneyeoluwasina/Downloads/Skin/Test/actinic keratosis/ISIC_0024948.jpg,d6c59fd7e6469f481595c8e3c6f5c703,66,5,1,274133,0.26
/Users/soneyeoluwasina/Downloads/Skin/Test/actinic keratosis/ISIC_0010889.jpg,e80fc9560e27f04fac992452d7c5a827,67,6,1,55730,0.05
/Users/soneyeoluwasina/Downloads/Skin/Test/actinic keratosis/ISIC_0024913.jpg,93dbde640711c35a3d336c13984a9d4c,68,7,1,324844,0.31
/Users/soneyeoluwasina/Downloads/Skin/Test/actinic keratosis/ISIC_0024654.jpg,7319d2b68b9f5e1f7d1e5c2629892c15,69,8,1,279941,0.27
/Users/soneyeoluwasina/Downloads/Skin/Test/actinic keratosis/ISIC_0024468.jpg,5635cc371bc14b49216890506d7d5975,70,9,1,291343,0.28
/Users/soneyeoluwasina/Downloads/Skin/Test/actinic keratosis/ISIC_0024646.jpg,d34718165172d1b3236666fe96393525,71,10,1,232181,0.22
/Users/soneyeoluwasina/Downloads/Skin/Test/actinic keratosis/ISIC_0025605.jpg,ec23d1a47448634e4e21762b79bddfe0,72,11,1,249258,0.24
/Users/soneyeoluwasina/Downloads/Skin/Test/actinic keratosis/ISIC_0010512.jpg,b500d2d87e69796d5334825569879120,73,12,1,148623,0.14
/Users/soneyeoluwasina/Downloads/Skin/Test/actinic keratosis/ISIC_0024470.jpg,22b54b307eed934d20cd72157e5bbd14,74,13,1,274221,0.26
/Users/soneyeoluwasina/Downloads/Skin/Test/actinic keratosis/ISIC_0024707.jpg,60e0f85947d6be10aeb562d523d47963,75,14,1,284809,0.27
/Users/soneyeoluwasina/Downloads/Skin/Test/actinic keratosis/ISIC_0024511.jpg,1623151f267974cce3e3c94c0e13be39,76,15,1,221256,0.21
/Users/soneyeoluwasina/Downloads/Skin/Test/actinic keratosis/ISIC_0025427.jpg,ab55a2f1393cb6eeba558d7b3fc26436,77,16,1,288982,0.28
/Users/soneyeoluwasina/Downloads/Skin/Test/actinic keratosis/ISIC_0025368.jpg,1135b0cd8337cdd5bc69544a54513f53,78,17,1,235603,0.22
/Users/soneyeoluwasina/Downloads/Skin/Test/actinic keratosis/ISIC_0024763.jpg,17baf5d8499df6734537891fb0a83d35,79,18,1,238553,0.23
/Users/soneyeoluwasina/Downloads/Skin/Test/actinic keratosis/ISIC_0024771.jpg,93a8cc4fc73599414c0a85eec5bbb214,80,19,1,265349,0.25
/Users/soneyeoluwasina/Downloads/Skin/Test/squamous cell carcinoma/ISIC_0024579.jpg,722c0fb5724ef9d8fe83be7f96f953a4,81,0,1,237063,0.23
/Users/soneyeoluwasina/Downloads/Skin/Test/squamous cell carcinoma/ISIC_0024418.jpg,c81c62cab6ef4353dead4c3f4834202c,82,1,1,213591,0.2
/Users/soneyeoluwasina/Downloads/Skin/Test/squamous cell carcinoma/ISIC_0024522.jpg,8034385935742a31fd03dea7084ed1a9,83,2,1,208247,0.2
/Users/soneyeoluwasina/Downloads/Skin/Test/squamous cell carcinoma/ISIC_0012079.jpg,0831124ee6f680a37e6ed01916ff68b2,84,3,1,17282222,16.48
/Users/soneyeoluwasina/Downloads/Skin/Test/squamous cell carcinoma/ISIC_0024450.jpg,e709fd6e981d7ea4fa296e06ad990c7b,85,4,1,286010,0.27
/Users/soneyeoluwasina/Downloads/Skin/Test/squamous cell carcinoma/ISIC_0011750.jpg,910c2abd6309beb367dcd2ef6d3cf890,86,5,1,16379380,15.62
/Users/soneyeoluwasina/Downloads/Skin/Test/squamous cell carcinoma/ISIC_0011751.jpg,c50086b1d9996d33838a91e598e1a055,87,6,1,17290447,16.49
/Users/soneyeoluwasina/Downloads/Skin/Test/squamous cell carcinoma/ISIC_0024517.jpg,ca99439c15a5c11f9b5c3c9a1d72c9f4,88,7,1,300939,0.29
/Users/soneyeoluwasina/Downloads/Skin/Test/squamous cell carcinoma/ISIC_0024463.jpg,5ea6bfd36f25b47bea8c2d982e12bacb,89,8,1,232341,0.22
/Users/soneyeoluwasina/Downloads/Skin/Test/squamous cell carcinoma/ISIC_0011593.jpg,dc018b751d1293257e36ac5182ed73ac,90,9,1,20920374,19.95
/Users/soneyeoluwasina/Downloads/Skin/Test/squamous cell carcinoma/ISIC_0024539.jpg,f798d1a1d388daa1c5d93a7dacf4dfb8,91,10,1,255105,0.24
/Users/soneyeoluwasina/Downloads/Skin/Test/squamous cell carcinoma/ISIC_0024329.jpg,88af7e6762a1a23d9c033c902b63a746,92,11,1,204742,0.2
/Users/soneyeoluwasina/Downloads/Skin/Test/squamous cell carcinoma/ISIC_0024575.jpg,0e72165be61769e12a3edc5836e777e1,93,12,1,325767,0.31
/Users/soneyeoluwasina/Downloads/Skin/Test/squamous cell carcinoma/ISIC_0011726.jpg,8c210218826aa94add45e0ce3c26dc9c,94,13,1,16757370,15.98
/Users/soneyeoluwasina/Downloads/Skin/Test/squamous cell carcinoma/ISIC_0024372.jpg,38fda259570a5745da19769676bd274c,95,14,1,266485,0.25
/Users/soneyeoluwasina/Downloads/Skin/Test/squamous cell carcinoma/ISIC_0024562.jpg,56eaf4a14669e0e87e72090753db66ab,96,15,1,298939,0.29
/Users/soneyeoluwasina/Downloads/Skin/Test/vascular lesion/ISIC_0024402.jpg,ba94af3666ef7ff2145e173bf19b39be,97,16,1,237871,0.23
/Users/soneyeoluwasina/Downloads/Skin/Test/vascular lesion/ISIC_0024370.jpg,281df9235ee78b4b99f1f77a91f1626e,98,17,1,312779,0.3
/Users/soneyeoluwasina/Downloads/Skin/Test/vascular lesion/ISIC_0024375.jpg,e0782c4c8d397fd601cb326843bcd1a3,99,18,1,308864,0.29
/Users/soneyeoluwasina/Downloads/Skin/Test/seborrheic keratosis/ISIC_0010803.jpg,b0ef69632a1b5080a6bdc17d69f7b801,100,19,1,158064,0.15
/Users/soneyeoluwasina/Downloads/Skin/Test/seborrheic keratosis/ISIC_0010808.jpg,532aa4a187d39bfc9aac2c88ddcecca4,101,0,1,189079,0.18
/Users/soneyeoluwasina/Downloads/Skin/Test/seborrheic keratosis/ISIC_0010809.jpg,9729753e6ca92d892f60a6b01a742f26,102,1,1,216205,0.21
/Users/soneyeoluwasina/Downloads/Skin/Test/dermatofibroma/ISIC_0024386.jpg,1e671589fd385edcdd7b28533166ab0f,103,2,1,354540,0.34
/Users/soneyeoluwasina/Downloads/Skin/Test/dermatofibroma/ISIC_0024973.jpg,fcc84eeec7bcfa8cad5f9c449ed6f50a,104,3,1,261084,0.25
/Users/soneyeoluwasina/Downloads/Skin/Test/dermatofibroma/ISIC_0024553.jpg,d65415a1812a41ab79740a553cafacb9,105,4,1,372183,0.35
/Users/soneyeoluwasina/Downloads/Skin/Test/dermatofibroma/ISIC_0024396.jpg,886c032096a6834b8bab7643a74a4ddf,106,5,1,301169,0.29
/Users/soneyeoluwasina/Downloads/Skin/Test/dermatofibroma/ISIC_0011677.jpg,3712943a3923fd6eece865f9fa009e24,107,6,1,13785319,13.15
/Users/soneyeoluwasina/Downloads/Skin/Test/dermatofibroma/ISIC_0001114.jpg,c2284e49c6894e483146c36a4c5a308a,108,7,1,2420461,2.31
/Users/soneyeoluwasina/Downloads/Skin/Test/dermatofibroma/ISIC_0024318.jpg,617dac0f089c48b4d30227b5e443ec66,109,8,1,298100,0.28
/Users/soneyeoluwasina/Downloads/Skin/Test/dermatofibroma/ISIC_0024330.jpg,d733aecbd3824c9952f375d884cfdaa7,110,9,1,237596,0.23
/Users/soneyeoluwasina/Downloads/Skin/Test/dermatofibroma/ISIC_0011410.jpg,6e27a9f262414919eb929b3f7eddebc9,111,10,1,14437030,13.77
/Users/soneyeoluwasina/Downloads/Skin/Test/dermatofibroma/ISIC_0011433.jpg,921c21e743579e04521f2f0d6877c90b,112,11,1,12567543,11.99
/Users/soneyeoluwasina/Downloads/Skin/Test/dermatofibroma/ISIC_0024845.jpg,f6945058ae687a49fc07481cb9e2d382,113,12,1,247071,0.24
/Users/soneyeoluwasina/Downloads/Skin/Test/dermatofibroma/ISIC_0025154.jpg,e44991bfb196315bd7eecfb90329d312,114,13,1,219310,0.21
/Users/soneyeoluwasina/Downloads/Skin/Test/dermatofibroma/ISIC_0001130.jpg,965817bb7ba1cf40233760cb8b44a518,115,14,1,3770629,3.6
/Users/soneyeoluwasina/Downloads/Skin/Test/dermatofibroma/ISIC_0011478.jpg,c4320581a6ae42b25ace363d6dcdab30,116,15,1,16526786,15.76
/Users/soneyeoluwasina/Downloads/Skin/Test/dermatofibroma/ISIC_0024994.jpg,e5ef26dafb9cfce7901c759c6bf5b6e0,117,16,1,329412,0.31
/Users/soneyeoluwasina/Downloads/Skin/Test/dermatofibroma/ISIC_0011865.jpg,7bc957e7b47761a54f8cba0b29648880,118,17,1,18382679,17.53
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010550.jpg,c014ff167e519f7f6ae9c68d14b74ae6,119,18,1,154271,0.15
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0011128.jpg,298981c01f56f9ac3fd699fd45933845,120,19,1,172168,0.16
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010587.jpg,d36e0157eb5a81967531c7244bed2188,121,0,1,148250,0.14
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010034.jpg,60f4030b9846cd22fb34e4c81bbe1a3c,122,1,1,152527,0.15
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000555.jpg,4629c06cddd07735ff47e766ce26b291,123,2,1,41590,0.04
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010746.jpg,e9deee73e3d4ffc913218ec679aff2ff,124,3,1,203523,0.19
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0001105.jpg,e33cfb2150445dbcd235335b37050c37,125,4,1,302481,0.29
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010791.jpg,66542e6453d56d0f3f068259db850978,126,5,1,192433,0.18
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010785.jpg,50cbd3bcb31c2425c119996163c8943b,127,6,1,196511,0.19
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010140.jpg,f5e9a944b7e3b2e356ea196070f668cc,128,7,1,191752,0.18
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000390.jpg,e8929cd06c8c6689daad7627ac0bfde4,129,8,1,558666,0.53
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000151.jpg,446b226cffa5f3f280e540b0fb5dc6d6,130,9,1,1245540,1.19
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000145.jpg,ada25e71785a71378b982b8df937d83b,131,10,1,1140837,1.09
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010394.jpg,56e1bd20a892f274ce6be423c2393f6c,132,11,1,182003,0.17
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010380.jpg,77df6eedba2ffb7c351326928058658f,133,12,1,215443,0.21
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000144.jpg,54d57cc17f5b7a9b9135c5aa0ec22155,134,13,1,1129222,1.08
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000150.jpg,aee59cae8e12559c06e1b363cc8d65f4,135,14,1,1502812,1.43
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000420.jpg,90a790173380e592fb12d5eee441d637,136,15,1,760171,0.72
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000434.jpg,710b3b04793ab1a7dcc0299fae53ebdc,137,16,1,621833,0.59
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010784.jpg,b5d48bd6faf01787969030ab44210cd4,138,17,1,172680,0.16
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010790.jpg,22a0631b4087faf99dfc415ecd591718,139,18,1,173352,0.17
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0001110.jpg,8fa9578fae9cc3f1053b1e3b73e11669,140,19,1,439747,0.42
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000554.jpg,007f134d097ee6b9a6966fcc68523736,141,0,1,41984,0.04
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0001138.jpg,4d1369828a9e833ed882df5d7bd814cd,142,1,1,303241,0.29
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0009955.jpg,7c7a9a3794632782a1c9329818f0f69d,143,2,1,180695,0.17
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010579.jpg,e40e86bf740c2ede156f6075997870a3,144,3,1,159460,0.15
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010551.jpg,4e30b8cbbd55fb1b1c6bebc88364cc9a,145,4,1,154354,0.15
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010235.jpg,b76b81eb6f80c9a812eba6adae531bf0,146,5,1,149828,0.14
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010209.jpg,77205e26d5c98af94aa067c69a8aaa83,147,6,1,256850,0.24
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010023.jpg,844c2c274de99dca21a7ec27f0efc1dd,148,7,1,200005,0.19
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0001112.jpg,92304c5f8b84615982498049d2d4e915,149,8,1,1457209,1.39
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0001106.jpg,12fd12e1ec44c7012e17def4542d166d,150,9,1,458815,0.44
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010792.jpg,f6f5d29e58f92e9ff2c4361aea9e2b11,151,10,1,182602,0.17
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010631.jpg,8e702cb23b8fa889a522317aae583204,152,11,1,132061,0.13
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010143.jpg,6ca8b6fa84d86efd0470ccd56dc0b3c3,153,12,1,215890,0.21
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010194.jpg,33350147fb7309cf8e9cdecb20061987,154,13,1,220198,0.21
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000393.jpg,7d6bd475f7cadca28054e5a7dde0fb2e,155,14,1,579353,0.55
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010355.jpg,c3d2fb7a965edc71897790b99fd078b1,156,15,1,190985,0.18
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000146.jpg,d347cd0d2adeb25072930c4a18d76144,157,10,1,1244183,1.19
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000152.jpg,a3714b0b06a515aae11632541dd1a10a,158,16,1,776462,0.74
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0011077.jpg,96a6ee86c712c1198928b1de0e80bfd7,159,17,1,230189,0.22
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010396.jpg,3d9947bbc8cc3d16568f8f0b2b16f316,160,18,1,206954,0.2
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010397.jpg,617050d74024f0e214f6b988c4a94eef,161,19,1,168853,0.16
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000153.jpg,268218eb65aa4b37a54906b9ea911ce0,162,0,1,779855,0.74
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010426.jpg,10be055802d538f9cf009977d1b5375f,163,1,1,70512,0.07
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010432.jpg,af30d34739141783184dabf34d6849bb,164,2,1,162614,0.16
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000147.jpg,f9331e39c34bd930092cda562b8305d6,165,3,1,1348756,1.29
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010803.jpg,b0ef69632a1b5080a6bdc17d69f7b801,100,19,2,158064,0.15
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010156.jpg,47b8c033929b063ff689b2d10a13487c,166,4,1,170628,0.16
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010630.jpg,7785ed787815d6266aa50ace8175772e,167,5,1,232587,0.22
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010977.jpg,721ba2f6424f744a1527532989ce99f4,168,6,1,181421,0.17
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010778.jpg,17b6c5ea79185aea2915caed9c713cbc,169,7,1,206429,0.2
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010750.jpg,155a20ac970cb1169a2cde1530ecacd9,170,8,1,51524,0.05
